000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "2000.log", TCP port 59144, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.858 New epoch: Wed May  5 15:50:07 2021
000.858 =================================================================
000.858 
000.858 Designed by Jiang Yanjun, build: May  5 2021  15:48:17
003.245 .... 7 packets received, 6810 bps, 85.13%, Err 1 (5.3e-05)
728.054 .... 2698 packets received, 7601 bps, 95.02%, Err 62 (1.1e-05)
730.192 .... 2706 packets received, 7601 bps, 95.02%, Err 62 (1.1e-05)
732.290 .... 2714 packets received, 7602 bps, 95.03%, Err 62 (1.1e-05)
734.406 .... 2722 packets received, 7603 bps, 95.03%, Err 62 (1.1e-05)
736.764 .... 2726 packets received, 7589 bps, 94.87%, Err 63 (1.1e-05)
738.886 .... 2738 packets received, 7601 bps, 95.01%, Err 63 (1.1e-05)
740.994 .... 2745 packets received, 7598 bps, 94.98%, Err 64 (1.1e-05)
743.111 .... 2753 packets received, 7599 bps, 94.99%, Err 64 (1.1e-05)
745.212 .... 2761 packets received, 7599 bps, 94.99%, Err 64 (1.1e-05)
747.342 .... 2769 packets received, 7600 bps, 95.00%, Err 64 (1.1e-05)
749.455 .... 2777 packets received, 7600 bps, 95.00%, Err 64 (1.1e-05)
751.840 .... 2781 packets received, 7587 bps, 94.84%, Err 65 (1.1e-05)
753.939 .... 2793 packets received, 7598 bps, 94.98%, Err 65 (1.1e-05)
756.055 .... 2801 packets received, 7599 bps, 94.98%, Err 65 (1.1e-05)
758.169 .... 2809 packets received, 7599 bps, 94.99%, Err 65 (1.1e-05)
760.273 .... 2817 packets received, 7600 bps, 95.00%, Err 65 (1.1e-05)
762.376 .... 2825 packets received, 7600 bps, 95.00%, Err 65 (1.1e-05)
764.505 .... 2833 packets received, 7601 bps, 95.01%, Err 65 (1.1e-05)
766.623 .... 2841 packets received, 7601 bps, 95.01%, Err 65 (1.1e-05)
768.705 .... 2849 packets received, 7602 bps, 95.02%, Err 65 (1.1e-05)
771.626 .... 2855 packets received, 7589 bps, 94.86%, Err 66 (1.1e-05)
773.750 .... 2867 packets received, 7600 bps, 95.00%, Err 66 (1.1e-05)
775.843 .... 2870 packets received, 7587 bps, 94.84%, Err 68 (1.1e-05)
777.969 .... 2881 packets received, 7595 bps, 94.94%, Err 68 (1.1e-05)
780.059 .... 2889 packets received, 7596 bps, 94.95%, Err 68 (1.1e-05)
782.177 .... 2897 packets received, 7596 bps, 94.95%, Err 68 (1.1e-05)
784.294 .... 2905 packets received, 7597 bps, 94.96%, Err 68 (1.1e-05)
786.414 .... 2913 packets received, 7597 bps, 94.96%, Err 68 (1.1e-05)
788.516 .... 2921 packets received, 7598 bps, 94.97%, Err 68 (1.1e-05)
790.626 .... 2929 packets received, 7598 bps, 94.98%, Err 68 (1.1e-05)
792.756 .... 2937 packets received, 7598 bps, 94.98%, Err 68 (1.1e-05)
794.860 .... 2945 packets received, 7599 bps, 94.99%, Err 68 (1.1e-05)
796.969 .... 2953 packets received, 7599 bps, 94.99%, Err 68 (1.1e-05)
799.101 .... 2961 packets received, 7600 bps, 94.99%, Err 68 (1.1e-05)
801.185 .... 2969 packets received, 7600 bps, 95.00%, Err 68 (1.1e-05)
803.294 .... 2977 packets received, 7601 bps, 95.01%, Err 68 (1.1e-05)
805.431 .... 2985 packets received, 7601 bps, 95.01%, Err 68 (1.1e-05)
807.530 .... 2993 packets received, 7601 bps, 95.02%, Err 68 (1.1e-05)
809.655 .... 3001 packets received, 7602 bps, 95.02%, Err 68 (1.1e-05)
811.773 .... 3009 packets received, 7602 bps, 95.02%, Err 69 (1.1e-05)
813.864 .... 3016 packets received, 7600 bps, 95.00%, Err 69 (1.1e-05)
815.996 .... 3024 packets received, 7600 bps, 95.00%, Err 69 (1.1e-05)
818.112 .... 3032 packets received, 7601 bps, 95.01%, Err 69 (1.1e-05)
820.224 .... 3040 packets received, 7601 bps, 95.01%, Err 69 (1.1e-05)
822.318 .... 3048 packets received, 7602 bps, 95.02%, Err 69 (1.1e-05)
824.437 .... 3056 packets received, 7602 bps, 95.02%, Err 69 (1.0e-05)
826.541 .... 3064 packets received, 7602 bps, 95.03%, Err 69 (1.0e-05)
828.938 .... 3068 packets received, 7590 bps, 94.88%, Err 70 (1.1e-05)
831.062 .... 3080 packets received, 7601 bps, 95.01%, Err 70 (1.1e-05)
833.157 .... 3088 packets received, 7601 bps, 95.01%, Err 70 (1.1e-05)
835.258 .... 3096 packets received, 7602 bps, 95.02%, Err 70 (1.0e-05)
837.374 .... 3104 packets received, 7602 bps, 95.02%, Err 70 (1.0e-05)
839.509 .... 3112 packets received, 7602 bps, 95.03%, Err 70 (1.0e-05)
841.622 .... 3120 packets received, 7602 bps, 95.03%, Err 70 (1.0e-05)
843.712 .... 3128 packets received, 7603 bps, 95.04%, Err 70 (1.0e-05)
845.846 .... 3136 packets received, 7603 bps, 95.04%, Err 70 (1.0e-05)
847.954 .... 3144 packets received, 7604 bps, 95.05%, Err 70 (1.0e-05)
850.063 .... 3152 packets received, 7604 bps, 95.05%, Err 70 (1.0e-05)
852.177 .... 3160 packets received, 7604 bps, 95.06%, Err 70 (1.0e-05)
854.292 .... 3168 packets received, 7605 bps, 95.06%, Err 70 (1.0e-05)
856.406 .... 3176 packets received, 7605 bps, 95.06%, Err 70 (1.0e-05)
858.518 .... 3184 packets received, 7606 bps, 95.07%, Err 70 (1.0e-05)
860.629 .... 3192 packets received, 7606 bps, 95.07%, Err 70 (1.0e-05)
862.737 .... 3200 packets received, 7606 bps, 95.08%, Err 70 (1.0e-05)
864.847 .... 3208 packets received, 7607 bps, 95.08%, Err 70 (1.0e-05)
866.970 .... 3216 packets received, 7607 bps, 95.09%, Err 70 (1.0e-05)
869.079 .... 3224 packets received, 7607 bps, 95.09%, Err 70 (1.0e-05)
871.192 .... 3232 packets received, 7608 bps, 95.10%, Err 70 (1.0e-05)
873.307 .... 3240 packets received, 7608 bps, 95.10%, Err 70 (1.0e-05)
875.425 .... 3248 packets received, 7608 bps, 95.10%, Err 70 (1.0e-05)
877.535 .... 3251 packets received, 7597 bps, 94.96%, Err 71 (1.0e-05)
879.659 .... 3263 packets received, 7607 bps, 95.08%, Err 72 (1.0e-05)
881.763 .... 3271 packets received, 7607 bps, 95.09%, Err 72 (1.0e-05)
883.884 .... 3279 packets received, 7607 bps, 95.09%, Err 72 (1.0e-05)
886.260 .... 3283 packets received, 7596 bps, 94.95%, Err 73 (1.0e-05)
888.359 .... 3295 packets received, 7606 bps, 95.07%, Err 73 (1.0e-05)
890.481 .... 3303 packets received, 7606 bps, 95.08%, Err 73 (1.0e-05)
892.589 .... 3311 packets received, 7607 bps, 95.08%, Err 73 (1.0e-05)
894.985 .... 3315 packets received, 7595 bps, 94.94%, Err 74 (1.0e-05)
897.105 .... 3327 packets received, 7605 bps, 95.06%, Err 74 (1.0e-05)
899.223 .... 3335 packets received, 7605 bps, 95.06%, Err 74 (1.0e-05)
901.319 .... 3343 packets received, 7606 bps, 95.07%, Err 74 (1.0e-05)
903.439 .... 3351 packets received, 7606 bps, 95.07%, Err 74 (1.0e-05)
905.551 .... 3359 packets received, 7606 bps, 95.08%, Err 74 (1.0e-05)
907.663 .... 3367 packets received, 7607 bps, 95.08%, Err 75 (1.0e-05)
909.784 .... 3375 packets received, 7607 bps, 95.09%, Err 75 (1.0e-05)
911.884 .... 3383 packets received, 7607 bps, 95.09%, Err 75 (1.0e-05)
914.013 .... 3391 packets received, 7608 bps, 95.09%, Err 75 (1.0e-05)
916.128 .... 3399 packets received, 7608 bps, 95.10%, Err 75 (1.0e-05)
918.212 .... 3407 packets received, 7608 bps, 95.11%, Err 75 (1.0e-05)
920.326 .... 3415 packets received, 7609 bps, 95.11%, Err 75 (1.0e-05)
922.460 .... 3423 packets received, 7609 bps, 95.11%, Err 75 (1.0e-05)
924.569 .... 3431 packets received, 7609 bps, 95.12%, Err 75 (1.0e-05)
926.675 .... 3439 packets received, 7610 bps, 95.12%, Err 75 (1.0e-05)
928.789 .... 3447 packets received, 7610 bps, 95.13%, Err 75 (1.0e-05)
930.906 .... 3455 packets received, 7610 bps, 95.13%, Err 75 (1.0e-05)
933.010 .... 3463 packets received, 7611 bps, 95.13%, Err 75 (1.0e-05)
935.144 .... 3471 packets received, 7611 bps, 95.14%, Err 75 (1.0e-05)
937.265 .... 3479 packets received, 7611 bps, 95.14%, Err 75 (1.0e-05)
939.371 .... 3487 packets received, 7612 bps, 95.14%, Err 75 (1.0e-05)
941.483 .... 3495 packets received, 7612 bps, 95.15%, Err 75 (1.0e-05)
943.599 .... 3503 packets received, 7612 bps, 95.15%, Err 75 (9.9e-06)
945.695 .... 3511 packets received, 7613 bps, 95.16%, Err 75 (9.9e-06)
947.795 .... 3518 packets received, 7611 bps, 95.14%, Err 76 (1.0e-05)
949.934 .... 3526 packets received, 7611 bps, 95.14%, Err 76 (1.0e-05)
952.030 .... 3534 packets received, 7611 bps, 95.14%, Err 76 (1.0e-05)
955.187 .... 3541 packets received, 7601 bps, 95.02%, Err 77 (1.0e-05)
957.301 .... 3553 packets received, 7610 bps, 95.13%, Err 77 (1.0e-05)
959.433 .... 3561 packets received, 7610 bps, 95.13%, Err 77 (1.0e-05)
961.542 .... 3569 packets received, 7611 bps, 95.13%, Err 77 (1.0e-05)
963.659 .... 3576 packets received, 7609 bps, 95.11%, Err 78 (1.0e-05)
965.751 .... 3584 packets received, 7609 bps, 95.12%, Err 78 (1.0e-05)
967.866 .... 3592 packets received, 7610 bps, 95.12%, Err 78 (1.0e-05)
969.993 .... 3600 packets received, 7610 bps, 95.12%, Err 78 (1.0e-05)
973.430 .... 3608 packets received, 7600 bps, 95.00%, Err 81 (1.0e-05)
975.541 .... 3619 packets received, 7606 bps, 95.08%, Err 81 (1.0e-05)
977.660 .... 3627 packets received, 7607 bps, 95.08%, Err 81 (1.0e-05)
979.769 .... 3635 packets received, 7607 bps, 95.09%, Err 81 (1.0e-05)
981.888 .... 3643 packets received, 7607 bps, 95.09%, Err 81 (1.0e-05)
983.990 .... 3651 packets received, 7608 bps, 95.10%, Err 81 (1.0e-05)
986.112 .... 3659 packets received, 7608 bps, 95.10%, Err 81 (1.0e-05)
988.224 .... 3667 packets received, 7608 bps, 95.10%, Err 81 (1.0e-05)
990.317 .... 3675 packets received, 7609 bps, 95.11%, Err 81 (1.0e-05)
992.457 .... 3683 packets received, 7609 bps, 95.11%, Err 81 (1.0e-05)
994.558 .... 3691 packets received, 7609 bps, 95.12%, Err 81 (1.0e-05)
996.681 .... 3699 packets received, 7609 bps, 95.12%, Err 81 (1.0e-05)
998.799 .... 3707 packets received, 7610 bps, 95.12%, Err 81 (1.0e-05)
1000.924 .... 3715 packets received, 7610 bps, 95.12%, Err 81 (1.0e-05)
1003.026 .... 3723 packets received, 7610 bps, 95.13%, Err 81 (1.0e-05)
1005.141 .... 3731 packets received, 7611 bps, 95.13%, Err 81 (1.0e-05)
1007.246 .... 3739 packets received, 7611 bps, 95.14%, Err 81 (1.0e-05)
1009.360 .... 3747 packets received, 7611 bps, 95.14%, Err 81 (1.0e-05)
1011.490 .... 3755 packets received, 7611 bps, 95.14%, Err 81 (1.0e-05)
1013.603 .... 3763 packets received, 7612 bps, 95.15%, Err 81 (1.0e-05)
1015.710 .... 3771 packets received, 7612 bps, 95.15%, Err 81 (1.0e-05)
1017.826 .... 3779 packets received, 7612 bps, 95.15%, Err 81 (1.0e-05)
1019.932 .... 3787 packets received, 7613 bps, 95.16%, Err 81 (9.9e-06)
1022.048 .... 3795 packets received, 7613 bps, 95.16%, Err 81 (9.9e-06)
1024.144 .... 3803 packets received, 7613 bps, 95.17%, Err 81 (9.9e-06)
1026.544 .... 3808 packets received, 7606 bps, 95.07%, Err 82 (1.0e-05)
1028.655 .... 3819 packets received, 7612 bps, 95.15%, Err 82 (1.0e-05)
1030.786 .... 3827 packets received, 7612 bps, 95.15%, Err 82 (1.0e-05)
1032.880 .... 3835 packets received, 7612 bps, 95.16%, Err 82 (9.9e-06)
1035.017 .... 3842 packets received, 7611 bps, 95.13%, Err 83 (1.0e-05)
1037.127 .... 3849 packets received, 7609 bps, 95.11%, Err 84 (1.0e-05)
1039.224 .... 3857 packets received, 7609 bps, 95.12%, Err 84 (1.0e-05)
1041.350 .... 3865 packets received, 7610 bps, 95.12%, Err 84 (1.0e-05)
1043.452 .... 3873 packets received, 7610 bps, 95.12%, Err 85 (1.0e-05)
1045.584 .... 3880 packets received, 7608 bps, 95.10%, Err 85 (1.0e-05)
1047.674 .... 3888 packets received, 7609 bps, 95.11%, Err 85 (1.0e-05)
1049.794 .... 3896 packets received, 7609 bps, 95.11%, Err 86 (1.0e-05)
1052.689 .... 3903 packets received, 7601 bps, 95.02%, Err 87 (1.0e-05)
1054.817 .... 3914 packets received, 7608 bps, 95.09%, Err 87 (1.0e-05)
1056.933 .... 3922 packets received, 7608 bps, 95.10%, Err 88 (1.0e-05)
1059.043 .... 3930 packets received, 7608 bps, 95.10%, Err 88 (1.0e-05)
1061.163 .... 3938 packets received, 7608 bps, 95.10%, Err 89 (1.0e-05)
1063.278 .... 3946 packets received, 7609 bps, 95.11%, Err 89 (1.0e-05)
1065.375 .... 3954 packets received, 7609 bps, 95.11%, Err 89 (1.0e-05)
1067.509 .... 3962 packets received, 7609 bps, 95.11%, Err 89 (1.0e-05)
1069.625 .... 3970 packets received, 7609 bps, 95.12%, Err 89 (1.0e-05)
1071.719 .... 3978 packets received, 7610 bps, 95.12%, Err 89 (1.0e-05)
1073.833 .... 3986 packets received, 7610 bps, 95.13%, Err 89 (1.0e-05)
1075.935 .... 3994 packets received, 7610 bps, 95.13%, Err 89 (1.0e-05)
1078.067 .... 4002 packets received, 7611 bps, 95.13%, Err 89 (1.0e-05)
1080.172 .... 4010 packets received, 7611 bps, 95.14%, Err 89 (1.0e-05)
1082.285 .... 4018 packets received, 7611 bps, 95.14%, Err 89 (1.0e-05)
1084.394 .... 4026 packets received, 7612 bps, 95.14%, Err 89 (1.0e-05)
1086.534 .... 4034 packets received, 7612 bps, 95.15%, Err 89 (1.0e-05)
1088.640 .... 4042 packets received, 7612 bps, 95.15%, Err 89 (1.0e-05)
1090.739 .... 4050 packets received, 7612 bps, 95.15%, Err 89 (1.0e-05)
1092.875 .... 4058 packets received, 7612 bps, 95.16%, Err 89 (1.0e-05)
1095.229 .... 4062 packets received, 7604 bps, 95.04%, Err 91 (1.0e-05)
1097.362 .... 4073 packets received, 7609 bps, 95.12%, Err 91 (1.0e-05)
1099.494 .... 4081 packets received, 7609 bps, 95.12%, Err 91 (1.0e-05)
1101.865 .... 4085 packets received, 7601 bps, 95.01%, Err 92 (1.0e-05)
1103.952 .... 4097 packets received, 7608 bps, 95.11%, Err 92 (1.0e-05)
1106.083 .... 4105 packets received, 7609 bps, 95.11%, Err 92 (1.0e-05)
1108.191 .... 4113 packets received, 7609 bps, 95.11%, Err 92 (1.0e-05)
1110.315 .... 4121 packets received, 7609 bps, 95.11%, Err 93 (1.0e-05)
1112.405 .... 4129 packets received, 7610 bps, 95.12%, Err 93 (1.0e-05)
1114.520 .... 4137 packets received, 7610 bps, 95.12%, Err 94 (1.1e-05)
1116.630 .... 4144 packets received, 7608 bps, 95.10%, Err 94 (1.1e-05)
1118.758 .... 4152 packets received, 7608 bps, 95.11%, Err 94 (1.1e-05)
1120.877 .... 4160 packets received, 7609 bps, 95.11%, Err 94 (1.0e-05)
1122.998 .... 4168 packets received, 7609 bps, 95.11%, Err 94 (1.0e-05)
1125.095 .... 4176 packets received, 7609 bps, 95.12%, Err 94 (1.0e-05)
1127.203 .... 4184 packets received, 7610 bps, 95.12%, Err 94 (1.0e-05)
1129.334 .... 4192 packets received, 7610 bps, 95.12%, Err 94 (1.0e-05)
1131.435 .... 4200 packets received, 7610 bps, 95.13%, Err 94 (1.0e-05)
1133.542 .... 4208 packets received, 7610 bps, 95.13%, Err 94 (1.0e-05)
1135.662 .... 4216 packets received, 7611 bps, 95.13%, Err 94 (1.0e-05)
1137.780 .... 4224 packets received, 7611 bps, 95.14%, Err 94 (1.0e-05)
1139.906 .... 4232 packets received, 7611 bps, 95.14%, Err 94 (1.0e-05)
1142.014 .... 4240 packets received, 7611 bps, 95.14%, Err 95 (1.0e-05)
1144.119 .... 4248 packets received, 7612 bps, 95.15%, Err 95 (1.0e-05)
1146.228 .... 4256 packets received, 7612 bps, 95.15%, Err 95 (1.0e-05)
1148.326 .... 4264 packets received, 7612 bps, 95.15%, Err 95 (1.0e-05)
1150.461 .... 4272 packets received, 7612 bps, 95.15%, Err 96 (1.0e-05)
1152.571 .... 4280 packets received, 7613 bps, 95.16%, Err 97 (1.1e-05)
1154.682 .... 4288 packets received, 7613 bps, 95.16%, Err 97 (1.1e-05)
1156.781 .... 4296 packets received, 7613 bps, 95.17%, Err 97 (1.0e-05)
1158.907 .... 4304 packets received, 7613 bps, 95.17%, Err 97 (1.0e-05)
1161.008 .... 4312 packets received, 7614 bps, 95.17%, Err 97 (1.0e-05)
1164.438 .... 4320 packets received, 7605 bps, 95.07%, Err 98 (1.1e-05)
1166.568 .... 4332 packets received, 7613 bps, 95.16%, Err 98 (1.1e-05)
1168.677 .... 4340 packets received, 7613 bps, 95.16%, Err 98 (1.0e-05)
1170.785 .... 4348 packets received, 7613 bps, 95.16%, Err 98 (1.0e-05)
1174.221 .... 4356 packets received, 7605 bps, 95.06%, Err 99 (1.1e-05)
1176.350 .... 4368 packets received, 7612 bps, 95.15%, Err 99 (1.1e-05)
1178.435 .... 4375 packets received, 7611 bps, 95.13%, Err 100 (1.1e-05)
1180.540 .... 4383 packets received, 7611 bps, 95.14%, Err 100 (1.1e-05)
1182.670 .... 4391 packets received, 7611 bps, 95.14%, Err 100 (1.1e-05)
1184.767 .... 4399 packets received, 7611 bps, 95.14%, Err 100 (1.1e-05)
1186.902 .... 4407 packets received, 7612 bps, 95.14%, Err 100 (1.1e-05)
1189.009 .... 4415 packets received, 7612 bps, 95.15%, Err 100 (1.1e-05)
1191.133 .... 4423 packets received, 7612 bps, 95.15%, Err 100 (1.1e-05)
1193.241 .... 4431 packets received, 7612 bps, 95.15%, Err 100 (1.0e-05)
1195.339 .... 4439 packets received, 7613 bps, 95.16%, Err 100 (1.0e-05)
1197.450 .... 4447 packets received, 7613 bps, 95.16%, Err 100 (1.0e-05)
1200.347 .... 4453 packets received, 7605 bps, 95.06%, Err 101 (1.1e-05)
1202.481 .... 4465 packets received, 7612 bps, 95.15%, Err 101 (1.1e-05)
1204.594 .... 4473 packets received, 7612 bps, 95.15%, Err 101 (1.0e-05)
1206.705 .... 4481 packets received, 7612 bps, 95.15%, Err 101 (1.0e-05)
1208.821 .... 4489 packets received, 7613 bps, 95.16%, Err 101 (1.0e-05)
1210.931 .... 4497 packets received, 7613 bps, 95.16%, Err 102 (1.1e-05)
1213.052 .... 4505 packets received, 7613 bps, 95.16%, Err 102 (1.1e-05)
1215.169 .... 4513 packets received, 7613 bps, 95.16%, Err 102 (1.1e-05)
1217.270 .... 4521 packets received, 7614 bps, 95.17%, Err 102 (1.0e-05)
1219.367 .... 4529 packets received, 7614 bps, 95.17%, Err 102 (1.0e-05)
1221.497 .... 4537 packets received, 7614 bps, 95.17%, Err 102 (1.0e-05)
1223.613 .... 4545 packets received, 7614 bps, 95.18%, Err 102 (1.0e-05)
1225.735 .... 4552 packets received, 7613 bps, 95.16%, Err 103 (1.1e-05)
1227.831 .... 4560 packets received, 7613 bps, 95.16%, Err 103 (1.0e-05)
1229.948 .... 4568 packets received, 7613 bps, 95.17%, Err 103 (1.0e-05)
1232.055 .... 4576 packets received, 7614 bps, 95.17%, Err 104 (1.1e-05)
1234.175 .... 4584 packets received, 7614 bps, 95.17%, Err 104 (1.1e-05)
1236.270 .... 4587 packets received, 7606 bps, 95.07%, Err 105 (1.1e-05)
1238.391 .... 4599 packets received, 7613 bps, 95.16%, Err 105 (1.1e-05)
1240.530 .... 4607 packets received, 7613 bps, 95.16%, Err 105 (1.1e-05)
1242.630 .... 4615 packets received, 7613 bps, 95.16%, Err 105 (1.1e-05)
1244.743 .... 4623 packets received, 7613 bps, 95.17%, Err 105 (1.1e-05)
1246.864 .... 4631 packets received, 7613 bps, 95.17%, Err 105 (1.1e-05)
1248.977 .... 4639 packets received, 7614 bps, 95.17%, Err 105 (1.1e-05)
1251.082 .... 4647 packets received, 7614 bps, 95.17%, Err 105 (1.0e-05)
1253.204 .... 4655 packets received, 7614 bps, 95.18%, Err 105 (1.0e-05)
1255.316 .... 4663 packets received, 7614 bps, 95.18%, Err 105 (1.0e-05)
1257.431 .... 4671 packets received, 7615 bps, 95.18%, Err 105 (1.0e-05)
1259.533 .... 4679 packets received, 7615 bps, 95.19%, Err 105 (1.0e-05)
1261.652 .... 4687 packets received, 7615 bps, 95.19%, Err 105 (1.0e-05)
1263.753 .... 4695 packets received, 7615 bps, 95.19%, Err 105 (1.0e-05)
1265.881 .... 4703 packets received, 7616 bps, 95.19%, Err 105 (1.0e-05)
1268.513 .... 4708 packets received, 7608 bps, 95.10%, Err 106 (1.0e-05)
1270.624 .... 4720 packets received, 7615 bps, 95.18%, Err 106 (1.0e-05)
1272.728 .... 4728 packets received, 7615 bps, 95.19%, Err 106 (1.0e-05)
1274.850 .... 4736 packets received, 7615 bps, 95.19%, Err 106 (1.0e-05)
1276.955 .... 4744 packets received, 7615 bps, 95.19%, Err 106 (1.0e-05)
1279.084 .... 4752 packets received, 7615 bps, 95.19%, Err 106 (1.0e-05)
1281.190 .... 4760 packets received, 7616 bps, 95.20%, Err 106 (1.0e-05)
1283.301 .... 4768 packets received, 7616 bps, 95.20%, Err 106 (1.0e-05)
1285.414 .... 4776 packets received, 7616 bps, 95.20%, Err 106 (1.0e-05)
1287.536 .... 4784 packets received, 7616 bps, 95.20%, Err 106 (1.0e-05)
1289.653 .... 4792 packets received, 7617 bps, 95.21%, Err 106 (1.0e-05)
1291.743 .... 4800 packets received, 7617 bps, 95.21%, Err 107 (1.0e-05)
1293.873 .... 4807 packets received, 7615 bps, 95.19%, Err 107 (1.0e-05)
1295.968 .... 4815 packets received, 7616 bps, 95.20%, Err 107 (1.0e-05)
1298.075 .... 4823 packets received, 7616 bps, 95.20%, Err 107 (1.0e-05)
1300.204 .... 4831 packets received, 7616 bps, 95.20%, Err 107 (1.0e-05)
1302.321 .... 4839 packets received, 7616 bps, 95.20%, Err 107 (1.0e-05)
1304.446 .... 4847 packets received, 7617 bps, 95.21%, Err 107 (1.0e-05)
1306.543 .... 4855 packets received, 7617 bps, 95.21%, Err 107 (1.0e-05)
1308.662 .... 4863 packets received, 7617 bps, 95.21%, Err 107 (1.0e-05)
1310.758 .... 4871 packets received, 7617 bps, 95.22%, Err 107 (1.0e-05)
1312.889 .... 4879 packets received, 7617 bps, 95.22%, Err 107 (1.0e-05)
1314.995 .... 4887 packets received, 7618 bps, 95.22%, Err 107 (1.0e-05)
1317.097 .... 4895 packets received, 7618 bps, 95.22%, Err 107 (1.0e-05)
1319.216 .... 4903 packets received, 7618 bps, 95.23%, Err 107 (1.0e-05)
1321.320 .... 4911 packets received, 7618 bps, 95.23%, Err 107 (1.0e-05)
1323.441 .... 4919 packets received, 7619 bps, 95.23%, Err 107 (1.0e-05)
1325.547 .... 4927 packets received, 7619 bps, 95.24%, Err 107 (1.0e-05)
1327.677 .... 4935 packets received, 7619 bps, 95.24%, Err 107 (1.0e-05)
1329.772 .... 4943 packets received, 7619 bps, 95.24%, Err 107 (1.0e-05)
1331.875 .... 4951 packets received, 7620 bps, 95.24%, Err 107 (1.0e-05)
1334.014 .... 4959 packets received, 7620 bps, 95.25%, Err 107 (1.0e-05)
1336.124 .... 4967 packets received, 7620 bps, 95.25%, Err 107 (1.0e-05)
1338.220 .... 4975 packets received, 7620 bps, 95.25%, Err 107 (1.0e-05)
1340.340 .... 4983 packets received, 7620 bps, 95.25%, Err 107 (1.0e-05)
1342.455 .... 4991 packets received, 7621 bps, 95.26%, Err 107 (1.0e-05)
1344.579 .... 4999 packets received, 7621 bps, 95.26%, Err 107 (1.0e-05)
1346.673 .... 5007 packets received, 7621 bps, 95.26%, Err 107 (9.9e-06)
1348.789 .... 5015 packets received, 7621 bps, 95.27%, Err 107 (9.9e-06)
1350.905 .... 5023 packets received, 7621 bps, 95.27%, Err 107 (9.9e-06)
1352.997 .... 5030 packets received, 7620 bps, 95.25%, Err 108 (1.0e-05)
1355.119 .... 5038 packets received, 7620 bps, 95.25%, Err 108 (1.0e-05)
1357.233 .... 5046 packets received, 7621 bps, 95.26%, Err 108 (1.0e-05)
1359.371 .... 5054 packets received, 7621 bps, 95.26%, Err 108 (9.9e-06)
1361.461 .... 5062 packets received, 7621 bps, 95.26%, Err 108 (9.9e-06)
1363.590 .... 5070 packets received, 7621 bps, 95.26%, Err 108 (9.9e-06)
1365.695 .... 5078 packets received, 7621 bps, 95.27%, Err 108 (9.9e-06)
1367.815 .... 5086 packets received, 7622 bps, 95.27%, Err 108 (9.9e-06)
1369.934 .... 5094 packets received, 7622 bps, 95.27%, Err 108 (9.9e-06)
1372.040 .... 5102 packets received, 7622 bps, 95.27%, Err 108 (9.8e-06)
1375.470 .... 5110 packets received, 7615 bps, 95.19%, Err 109 (9.9e-06)
1377.580 .... 5122 packets received, 7621 bps, 95.26%, Err 109 (9.9e-06)
1380.759 .... 5129 packets received, 7614 bps, 95.17%, Err 110 (1.0e-05)
1382.849 .... 5141 packets received, 7620 bps, 95.25%, Err 110 (9.9e-06)
1384.975 .... 5149 packets received, 7620 bps, 95.25%, Err 110 (9.9e-06)
1387.100 .... 5157 packets received, 7620 bps, 95.25%, Err 110 (9.9e-06)
1389.198 .... 5165 packets received, 7621 bps, 95.26%, Err 110 (9.9e-06)
1391.327 .... 5173 packets received, 7621 bps, 95.26%, Err 110 (9.9e-06)
1393.440 .... 5181 packets received, 7621 bps, 95.26%, Err 110 (9.9e-06)
1396.591 .... 5188 packets received, 7614 bps, 95.18%, Err 111 (9.9e-06)
1398.714 .... 5200 packets received, 7620 bps, 95.25%, Err 111 (9.9e-06)
1402.131 .... 5208 packets received, 7613 bps, 95.16%, Err 112 (1.0e-05)
1404.263 .... 5220 packets received, 7619 bps, 95.24%, Err 112 (1.0e-05)
1406.378 .... 5228 packets received, 7619 bps, 95.24%, Err 112 (1.0e-05)
1409.014 .... 5233 packets received, 7612 bps, 95.15%, Err 114 (1.0e-05)
1412.168 .... 5243 packets received, 7610 bps, 95.12%, Err 115 (1.0e-05)
1414.302 .... 5255 packets received, 7616 bps, 95.20%, Err 115 (1.0e-05)
1416.404 .... 5263 packets received, 7616 bps, 95.20%, Err 115 (1.0e-05)
1418.526 .... 5271 packets received, 7616 bps, 95.20%, Err 115 (1.0e-05)
1420.628 .... 5279 packets received, 7616 bps, 95.21%, Err 115 (1.0e-05)
1422.736 .... 5287 packets received, 7617 bps, 95.21%, Err 115 (1.0e-05)
1424.874 .... 5295 packets received, 7617 bps, 95.21%, Err 115 (1.0e-05)
1426.982 .... 5303 packets received, 7617 bps, 95.21%, Err 115 (1.0e-05)
1429.089 .... 5311 packets received, 7617 bps, 95.21%, Err 116 (1.0e-05)
1431.213 .... 5319 packets received, 7617 bps, 95.22%, Err 116 (1.0e-05)
1433.328 .... 5327 packets received, 7618 bps, 95.22%, Err 116 (1.0e-05)
1435.409 .... 5335 packets received, 7618 bps, 95.22%, Err 116 (1.0e-05)
1437.544 .... 5343 packets received, 7618 bps, 95.22%, Err 116 (1.0e-05)
